day;accident_location;type_of_street;flooring;intersection_type;road_surface_conditions;meteorological_conditions;nature_of_the_accident;type_vehicle_a;type_vehicle_b;type_vehicle_c;vehicle_a_circumstances_1;vehicle_a_circumstances_2;vehicle_b_circumstances_1;vehicle_b_circumstances_2;vehicle_a_registration_year;vehicle_b_registration_year;vehicle_c_registration_year;vehicle_a_driver_age;vehicle_a_driver_sex;vehicle_a_driver_outcome;vehicle_a_driver_licence;vehicle_a_release_year;vehicle_b_driver_age;vehicle_b_driver_sex;vehicle_b_driver_outcome;vehicle_b_driver_licence;vehicle_b_release_year;vehicle_c_driver_age;vehicle_c_driver_sex;vehicle_c_driver_outcome;vehicle_c_driver_licence;vehicle_c_release_year;injured_pedestrians;pedestrians_fatality;tot_death_within_24h;tot_deaths_within_30_days;tot_injured;hour;trimester;cubic_capacity_a;cubic_capacity_b;cubic_capacity_c;fatality
5;1;2;1;3;1;1;3;20;14;  ;2;  ;1;  ;           ;           ;           ;     ; ; ; ;           ;18-29;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;7;1;     ;     ;     ;0
5;1;2;1;7;1;1;2;8;16;  ;36;  ;20;  ;(2002,2012];2018;           ;30-44;1;1;2;(2012,2017];30-44;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;8;1;     ;744;     ;0
5;1;4;1;4;1;1;3;1;5;  ;2;  ;2;  ;2021;(2002,2012];           ;45-54;1;1;2;(2012,2017];55-64;1;1;4;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;8;1;     ;     ;     ;0
5;1;2;2;7;1;1;8;1;  ;  ;64;  ;60;  ;(2002,2012];           ;           ;65+  ;2;2;2;<1983      ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;9;1;998;     ;     ;0
5;1;3;1;7;1;1;10;14;  ;  ;71;  ;75;  ;           ;           ;           ;18-29;1;2;7;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;9;1;     ;     ;     ;0
5;1;2;1;7;1;1;5;1;  ;  ;49;  ;53;  ;2013;           ;           ;55-64;2;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;9;1;1362;     ;     ;0
5;1;2;1;7;1;1;2;16;1;  ;21;  ;21;  ;           ;2016;           ;18-29;1;2;2;(2017,2022];45-54;1;1;2;           ;     ; ; ; ;           ;0;0;0;0;1;11;1;299;1199;     ;0
5;1;3;1;4;1;1;3;1;8;  ;1;  ;5;  ;           ;2018;           ;65+  ;2;1;2;(2017,2022];45-54;1;2;5;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;11;1;1199;     ;     ;0
5;1;2;1;7;1;1;6;22;1;  ;61;  ;61;  ;           ;           ;           ;30-44;2;2;9;           ;45-54;1;1;3;(1987,1992];     ; ; ; ;           ;0;0;0;0;1;12;1;     ;1498;     ;0
5;1;1;1;3;1;1;2;1;1;  ;5;  ;1;  ;2021;2021;           ;30-44;2;1;2;           ;30-44;1;2;2;           ;     ; ; ; ;           ;0;0;0;0;1;12;1;1968;     ;     ;0
5;1;2;1;7;1;1;6;16;1;  ;0;  ;0;  ;           ;2015;           ;18-29;1;2; ;(2017,2022];30-44;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;14;1;     ;     ;     ;0
5;1;2;1;3;1;1;8;16;  ;  ;60;  ;60;  ;(2002,2012];           ;           ;65+  ;1;2;2;(1987,1992];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;15;1;244;     ;     ;0
5;1;2;1;7;1;1;2;14;8;  ;20;  ;35;  ;           ;(2002,2012];           ;30-44;1;2;7;           ;65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;15;1;     ;     ;     ;0
5;1;4;1;7;1;6;5;16;  ;  ;0;  ;0;  ;2019;           ;           ;45-54;1;2;2;(2002,2007];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;2;17;1;     ;     ;     ;0
5;1;2;1;7;1;1;5;1;  ;  ;0;  ;0;  ;(2002,2012];           ;           ;55-64;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;18;1;1242;     ;     ;0
5;1;3;1;7;2;1;10;16;  ;  ;71;  ;75;  ;2018;           ;           ;55-64;1;2;3;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;20;1;500;     ;     ;0
5;1;2;1;7;1;1;5;16;  ;  ;40;  ;43;  ;(2002,2012];           ;           ;30-44;1;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;2;20;1;649;     ;     ;0
5;1;3;1;7;1;1;6;1;1;  ;61;  ;61;  ;2016;2015;           ;18-29;2;2;2;(2012,2017];45-54;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;6;21;1;1242;1685;     ;0
5;1;1;1;8;1;1;3;14;1;  ;0;  ;0;  ;           ;           ;           ;18-29;2;2;7;           ;55-64;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;22;1;     ;1798;     ;0
6;1;3;1;3;1;1;2;1;16;  ;6;  ;1;  ;           ;(2002,2012];           ;30-44;1;1;2;(2012,2017];55-64;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;9;1;999;499;     ;0
6;1;2;1;7;1;1;6;1;16;  ;61;  ;61;  ;           ;2021;           ;45-54;1;1;2;(1992,1997];30-44;1;2;2;           ;     ; ; ; ;           ;0;0;0;0;1;14;1;1968;125;0;0
6;1;3;1;4;1;2;4;1;16;  ;1;  ;5;  ;2017;2019;           ;65+  ;1;2;2;(2017,2022];45-54;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;16;1;1595;100;     ;0
6;1;4;1;7;1;1;3;1;14;  ;36;  ;20;  ;2017;           ;           ;55-64;1;1;2;(2012,2017];45-54;2;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;17;1;1999;     ;     ;0
6;1;3;1;7;1;1;4;1;1;  ;0;  ;0;  ;2017;2017;           ;18-29;1;1;2;(2012,2017];30-44;1;1;2;(2007,2012];     ; ; ; ;           ;0;0;0;0;1;17;1;     ;     ;     ;0
6;1;2;1;7;1;1;4;1;16;  ;34;  ;20;  ;2019;2022;           ;30-44;2;1;2;(2007,2012];18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;17;1;1598;373;     ;0
6;1;2;1;7;1;1;5;1;  ;  ;49;  ;53;  ;           ;           ;           ;45-54;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;2;0;0;0;2;18;1;1498;     ;     ;0
7;1;1;1;7;1;1;6;1;1;  ;61;  ;61;  ;2021;2018;           ;45-54;1;2;2;(1987,1992];n.i. ;1;1; ;           ;     ; ; ; ;           ;0;0;0;0;1;0;1;1995;1242;0;0
7;1;3;1;7;1;1;10;16;  ;  ;72;  ;75;  ;(2002,2012];           ;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;1;1;125;     ;     ;0
7;1;2;1;4;1;7;2;1;3;15;6;  ;1;  ;(2002,2012];2017;           ;18-29;1;2;2;(2017,2022];55-64;1;2;2;(2012,2017];n.i. ;1;1; ;           ;0;0;0;0;7;1;1;998;1499;49;0
7;1;4;1;8;1;1;5;20;  ;  ;49;  ;53;  ;           ;           ;           ;     ; ; ; ;           ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;2;1;     ;     ;     ;0
7;1;2;1;4;1;1;2;15;3;  ;4;  ;1;  ;2018;2021;           ;18-29;1;2;2;(2017,2022];45-54;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;2;3;1;49;1242;     ;0
7;1;3;1;7;1;1;5;1;  ;  ;49;  ;53;  ;2019;           ;           ;18-29;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;4;1;     ;     ;     ;0
7;1;3;1;4;1;1;2;1;1;  ;4;  ;1;  ;(2002,2012];           ;           ;18-29;1;1;2;(2017,2022];18-29;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;5;1;1368;1461;0;0
7;1;2;1;7;1;1;5;1;  ;  ;40;  ;55;  ;           ;           ;           ;45-54;1;1;2;(1987,1992];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;13;1;1984;     ;     ;0
7;1;2;1;7;1;1;6;14;1;  ;60;  ;62;  ;           ;2016;           ;55-64;1;2;7;           ;18-29;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;18;1;     ;1850;     ;0
7;1;2;1;7;1;1;2;16;3;  ;20;  ;36;  ;           ;2018;           ;65+  ;1;2;2;(1987,1992];45-54;1;1;4;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;20;1;385;2494;     ;0
1;1;4;1;4;1;1;10;16;  ;  ;70;  ;70;  ;2013;           ;           ;30-44;2;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;8;1;     ;     ;     ;0
1;1;2;1;7;1;1;3;16;1;  ;0;  ;0;  ;(2002,2012];(2002,2012];           ;45-54;1;2;2;(2017,2022];65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;10;1;264;1975;     ;0
1;1;4;1;4;1;1;2;1;16;  ;10;  ;1;  ;(2002,2012];(2002,2012];           ;30-44;1;1;2;(2012,2017];30-44;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;10;1;     ;     ;     ;0
1;1;1;1;4;1;1;3;16;8;  ;1;  ;2;  ;(2002,2012];           ;           ;18-29;1;2; ;(2017,2022];18-29;1;1; ;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;13;1;124;     ;     ;0
1;1;2;1;7;1;1;2;1;16;  ;21;  ;21;  ;2018;(2002,2012];           ;55-64;2;1;2;(2012,2017];55-64;1;2;2;<1983      ;     ; ; ; ;           ;0;0;0;0;1;13;1;999;638;     ;0
1;1;3;1;7;1;1;2;1;14;  ;35;  ;20;  ;2021;           ;           ;30-44;1;1;2;(2012,2017];45-54;2;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;14;1;1968;     ;     ;0
1;1;3;1;3;1;1;2;16;1;  ;1;  ;4;  ;(2002,2012];2021;           ;45-54;1;2;2;(2012,2017];45-54;1;1;4;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;14;1;250;1598;     ;0
1;1;2;1;7;1;1;2;1;22;  ;20;  ;21;  ;           ;           ;           ;30-44;1;2;2;(2017,2022];15-17;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;3;17;1;999;     ;     ;0
1;1;4;1;4;1;1;2;1;23;  ;3;  ;1;  ;2019;           ;           ;55-64;1;1;2;(1982,1987];18-29;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;1;18;1;1997;     ;     ;0
1;1;2;1;7;1;1;2;1;1;  ;21;  ;20;  ;2017;(2002,2012];           ;45-54;2;2;2;(2012,2017];65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;19;1;999;1984;     ;0
1;1;3;1;7;1;1;3;1;16;  ;35;  ;20;  ;2015;           ;           ;30-44;2;1;2;(2017,2022];18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;22;1;1960;125;     ;0
6;1;2;1;4;2;2;2;1;1;  ;0;  ;0;  ;(2002,2012];(2002,2012];           ;n.i. ;2;1; ;           ;30-44;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;3;1;1600;1896;     ;0
3;1;2;1;2;2;3;5;1;  ;  ;49;  ;53;  ;(2002,2012];           ;           ;55-64;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;7;1;     ;     ;     ;0
6;1;2;1;4;1;1;2;1;1;8;11;  ;11;  ;           ;(2002,2012];(2002,2012];30-44;1;2;2;(2017,2022];30-44;1;2;2;(2017,2022];n.i. ;1;1; ;           ;0;0;0;0;5;4;1;1149;1968;     ;0
6;1;2;1;3;1;1;5;8;  ;  ;40;  ;43;  ;2017;           ;           ;45-54;1;1;3;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;8;1;     ;     ;     ;0
6;1;4;1;4;1;7;2;16;1;  ;7;  ;1;  ;           ;2016;           ;18-29;1;2;9;           ;55-64;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;20;1;     ;     ;     ;0
4;1;2;1;4;1;1;2;10;14;  ;1;  ;8;  ;(2002,2012];           ;           ;30-44;1;1;5;(2012,2017];18-29;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;13;1;     ;     ;     ;0
4;1;2;1;4;1;1;5;3;  ;  ;46;  ;51;  ;2018;           ;           ;30-44;1;1;2;(2007,2012];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;15;1;2210;     ;     ;0
4;1;2;1;4;1;1;2;20;22;  ;2;  ;1;  ;           ;           ;           ;     ; ; ; ;           ;18-29;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;1;21;1;     ;     ;     ;0
5;1;2;1;4;1;1;5;1;  ;  ;49;  ;51;  ;(2002,2012];           ;           ;30-44;1;1;2;           ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;14;1;1368;     ;     ;0
5;1;2;1;4;1;1;5;7;  ;  ;40;  ;43;  ;(1973,1982];           ;           ;30-44;1;1;2;           ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;15;1;     ;     ;     ;0
6;1;2;1;8;1;1;1;1;3;  ;23;  ;20;  ;2019;(2002,2012];           ;30-44;1;1;2;(2017,2022];30-44;1;2;2;           ;     ; ; ; ;           ;0;0;0;0;1;2;1;1461;1798;     ;0
7;1;1;1;4;1;1;10;15;  ;  ;71;  ;75;  ;2018;           ;           ;18-29;1;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;0;1;     ;     ;     ;0
7;1;4;1;4;1;1;2;1;1;  ;1;  ;4;  ;(2002,2012];2017;           ;65+  ;1;1;2;<1983      ;30-44;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;16;1;1149;1248;     ;0
7;1;4;1;7;1;1;5;1;  ;  ;41;  ;54;  ;(2002,2012];           ;           ;18-29;1;1;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;19;1;1598;     ;     ;0
1;1;2;1;7;1;1;2;20;22;  ;38;  ;26;  ;           ;           ;           ;     ; ; ; ;           ;55-64;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;1;12;1;     ;     ;     ;0
2;1;3;1;4;1;1;8;1;  ;  ;61;  ;65;  ;2018;           ;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;2;1;1229;     ;     ;0
2;1;3;1;7;1;1;10;22;  ;  ;70;  ;70;  ;           ;           ;           ;30-44;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;12;1;     ;     ;     ;0
2;1;2;1;3;1;1;2;1;14;  ;1;  ;7;  ;2018;           ;           ;30-44;1;1;2;(2017,2022];65+  ;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;15;1;1190;     ;     ;0
3;1;2;1;3;1;1;2;16;1;  ;1;  ;5;  ;2021;           ;           ;45-54;1;2;2;(2012,2017];30-44;2;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;2;12;1;1200;1490;     ;0
4;1;4;1;4;2;1;2;15;1;  ;1;  ;10;  ;           ;(2002,2012];           ;18-29;1;2;2;(2017,2022];55-64;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;8;1;50;1968;     ;0
4;1;3;1;7;1;1;2;5;22;  ;21;  ;21;  ;2018;           ;           ;45-54;1;1;5;(2017,2022];ott-14;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;1;15;1;     ;     ;     ;0
5;1;1;1;7;1;2;6;1;1;  ;64;  ;62;  ;           ;(2002,2012];           ;45-54;2;2;2;(2017,2022];n.i. ;1;1; ;           ;     ; ; ; ;           ;0;0;0;0;1;2;1;1490;1390;0;0
5;1;2;1;4;1;7;10;16;  ;  ;72;  ;75;  ;2021;           ;           ;30-44;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;22;1;     ;     ;     ;0
6;1;2;1;7;1;1;2;1;22;  ;20;  ;23;  ;2021;           ;           ;n.i. ;1;1; ;           ;30-44;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;1;10;1;999;     ;     ;0
6;1;3;1;7;1;1;10;14;  ;  ;71;  ;75;  ;           ;           ;           ;30-44;2;2;7;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;21;1;     ;     ;     ;0
7;1;1;1;4;1;1;5;1;  ;  ;49;  ;51;  ;2016;           ;           ;65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;10;1;2143;     ;     ;0
1;1;2;1;3;1;1;5;1;  ;  ;41;  ;55;  ;(2002,2012];           ;           ;18-29;1;1;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;5;1;1368;     ;     ;0
1;1;2;1;7;2;7;5;20;  ;  ;49;  ;53;  ;           ;           ;           ;     ; ; ; ;           ;     ; ; ; ;           ;     ; ; ; ;           ;2;0;0;0;2;8;1;     ;     ;     ;0
1;1;2;1;3;1;2;10;16;  ;  ;0;  ;0;  ;2015;           ;           ;55-64;1;2;2;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;20;1;0;     ;     ;0
1;1;2;1;4;1;1;2;1;1;  ;1;  ;5;  ;2017;2018;           ;30-44;1;2;2;(2017,2022];30-44;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;3;20;1;1995;2143;     ;0
1;1;3;1;8;1;1;8;16;  ;  ;61;  ;65;  ;           ;           ;           ;30-44;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;23;1;     ;     ;     ;0
2;1;1;1;8;1;1;5;20;  ;  ;45;  ;55;  ;           ;           ;           ;     ; ; ; ;           ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;9;1;     ;     ;     ;0
2;1;2;1;7;1;1;2;22;1;  ;20;  ;25;  ;           ;2019;           ;30-44;1;2;9;           ;55-64;2;1;2;<1983      ;     ; ; ; ;           ;0;0;0;0;1;14;1;     ;1984;     ;0
2;1;4;1;4;1;1;2;23;1;  ;1;  ;6;  ;           ;           ;           ;30-44;1;2;9;           ;30-44;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;18;1;     ;     ;     ;0
3;1;1;1;3;1;1;8;22;  ;  ;64;  ;65;  ;           ;           ;           ;30-44;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;17;1;     ;     ;     ;0
4;1;3;1;4;1;7;6;16;1;  ;64;  ;61;  ;(2002,2012];2021;           ;30-44;1;2;2;(2017,2022];45-54;2;1;2;(1987,1992];     ; ; ; ;           ;0;0;0;0;1;15;1;600;999;     ;0
5;1;2;1;4;2;1;2;1;1;  ;11;  ;1;  ;(2002,2012];2019;           ;n.i. ;1;1; ;           ;55-64;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;0;1;19950;1368;     ;0
5;1;1;1;2;1;1;10;16;  ;  ;70;  ;70;  ;2014;           ;           ;55-64;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;10;1;299;     ;     ;0
5;1;2;1;7;1;1;1;16;1;  ;26;  ;20;  ;           ;           ;           ;18-29;1;2;9;           ;30-44;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;11;1;     ;1998;     ;0
5;1;3;1;8;1;1;8;1;  ;  ;64;  ;60;  ;2016;           ;           ;30-44;1;2;2;(2002,2007];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;12;1;1248;     ;     ;0
6;1;1;1;3;1;1;3;8;16;  ;1;  ;4;  ;2019;(2002,2012];           ;30-44;1;1;2;(2012,2017];65+  ;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;10;1;     ;153;     ;0
6;1;3;1;4;1;1;4;1;1;14;2;  ;10;  ;(2002,2012];2016;           ;18-29;1;1;2;(2017,2022];30-44;1;2;2;(2012,2017];18-29;1;2;7;           ;0;0;0;0;2;21;1;1995;1560;     ;0
7;1;2;1;7;1;1;2;14;1;  ;21;  ;20;  ;           ;2013;           ;55-64;1;2;7;           ;30-44;1;1; ;           ;     ; ; ; ;           ;0;0;0;0;1;10;1;     ;1798;     ;0
7;1;3;1;7;1;1;2;1;1;  ;36;  ;20;  ;           ;(2002,2012];           ;55-64;2;1;2;(2012,2017];65+  ;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;11;1;999;998;     ;0
7;1;4;1;3;1;1;8;16;  ;  ;64;  ;65;  ;2021;           ;           ;30-44;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;13;1;     ;     ;     ;0
7;1;2;1;7;1;1;10;22;  ;  ;71;  ;74;  ;           ;           ;           ;30-44;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;22;1;     ;     ;     ;0
2;1;3;1;3;1;1;3;20;22;  ;4;  ;1;  ;           ;           ;           ;     ; ; ; ;           ;18-29;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;1;14;1;     ;     ;     ;0
2;1;1;1;1;1;1;5;1;  ;  ;0;  ;0;  ;           ;           ;           ;55-64;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;19;1;999;     ;     ;0
3;1;2;1;3;1;1;2;16;1;  ;1;  ;4;  ;           ;2016;           ;55-64;1;2;2;(2002,2007];30-44;1;1;2;(1992,1997];     ; ; ; ;           ;0;0;0;0;1;8;1;395;1598;     ;0
3;1;4;1;4;1;1;8;1;  ;  ;61;  ;65;  ;(2002,2012];           ;           ;55-64;1;1;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;8;1;1968;     ;     ;0
3;1;2;1;7;1;1;4;1;1;  ;21;  ;20;  ;(2002,2012];(2002,2012];           ;65+  ;2;1;9;           ;30-44;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;11;1;1108;1896;     ;0
3;1;1;1;4;1;1;3;1;1;  ;2;  ;1;  ;(2002,2012];(2002,2012];           ;45-54;2;2;2;(2017,2022];30-44;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;12;1;     ;     ;     ;0
3;1;2;1;7;1;1;10;15;  ;  ;70;  ;70;  ;2019;           ;           ;45-54;2;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;15;1;50;     ;     ;0
4;1;2;1;3;1;1;5;1;  ;  ;40;  ;55;  ;(2002,2012];           ;           ;30-44;1;1;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;8;1;1560;     ;     ;0
4;1;4;1;7;1;1;5;14;  ;  ;45;  ;40;  ;           ;           ;           ;30-44;1;1;7;           ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;11;1;     ;     ;     ;0
4;1;3;1;7;1;1;8;1;  ;  ;60;  ;60;  ;(2002,2012];           ;           ;30-44;2;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;12;1;1600;     ;     ;0
4;1;2;1;4;1;1;6;1;16;  ;60;  ;62;  ;2015;           ;           ;30-44;1;1;2;(2007,2012];30-44;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;14;1;998;125;     ;0
4;1;2;1;7;1;1;3;14;1;1;22;  ;20;  ;           ;(2002,2012];2018;30-44;2;2;7;           ;45-54;1;1;3;(2017,2022];45-54;2;1; ;(2017,2022];0;0;0;0;1;14;1;     ;1596;1995;0
4;1;3;1;4;1;1;5;1;  ;  ;40;  ;55;  ;2013;           ;           ;30-44;2;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;18;1;1598;     ;     ;0
4;1;3;1;3;1;1;1;16;1;  ;2;  ;1;  ;(2002,2012];2018;           ;18-29;1;2;2;(2017,2022];18-29;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;19;1;1000;1798;     ;0
4;1;4;1;4;1;1;2;1;14;  ;0;  ;0;  ;(2002,2012];           ;           ;45-54;1;1;2;(2017,2022];18-29;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;23;1;     ;     ;     ;0
5;1;2;1;7;1;1;2;16;1;  ;20;  ;35;  ;           ;(2002,2012];           ;30-44;1;2;2;(2017,2022];65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;12;1;     ;1242;0;0
5;1;4;1;4;1;1;10;16;  ;  ;71;  ;75;  ;2019;           ;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;13;1;125;     ;     ;0
5;1;2;1;7;1;1;1;8;1;  ;21;  ;20;  ;2017;(2002,2012];           ;30-44;1;2;2;(2017,2022];45-54;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;14;1;     ;1956;     ;0
5;1;1;1;4;1;1;3;15;16;  ;4;  ;16;  ;           ;2019;           ;18-29;1;2; ;(2017,2022];30-44;1;2;2;(2007,2012];     ; ; ; ;           ;0;0;0;0;2;20;1;44;321;     ;0
6;1;2;1;7;1;1;8;15;  ;  ;61;  ;65;  ;2019;           ;           ;18-29;1;2; ;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;4;1;50;     ;     ;0
6;1;1;1;3;2;2;8;1;  ;  ;64;  ;65;  ;(2002,2012];           ;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;4;1;     ;     ;     ;0
6;1;2;1;7;2;2;1;1;8;  ;25;  ;20;  ;(2002,2012];(2002,2012];           ;55-64;2;2;2;(2012,2017];55-64;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;5;1;1149;     ;     ;0
6;8;3;1;9;2;2;8;1;  ;  ;61;  ;65;  ;(2002,2012];           ;           ;30-44;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;9;1;1242;     ;     ;0
6;1;1;1;8;2;2;8;14;  ;  ;61;  ;65;  ;           ;           ;           ;65+  ;1;2;7;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;10;1;     ;     ;     ;0
6;1;4;1;5;2;2;10;16;  ;  ;70;  ;70;  ;2018;           ;           ;18-29;2;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;20;1;150;     ;     ;0
6;1;1;1;2;1;1;3;1;1;  ;0;  ;0;  ;           ;(2002,2012];           ;65+  ;2;1;2;(2017,2022];30-44;1;1;4;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;20;1;999;1870;     ;0
6;1;2;1;7;1;1;10;16;  ;  ;70;  ;70;  ;           ;           ;           ;18-29;1;2; ;(2007,2012];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;23;1;     ;     ;     ;0
7;1;1;1;7;1;1;4;23;1;  ;25;  ;34;  ;           ;(2002,2012];           ;18-29;1;2;9;           ;55-64;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;9;1;     ;     ;     ;0
