day;accident_location;type_of_street;flooring;intersection_type;road_surface_conditions;meteorological_conditions;nature_of_the_accident;type_vehicle_a;type_vehicle_b;type_vehicle_c;vehicle_a_circumstances_1;vehicle_a_circumstances_2;vehicle_b_circumstances_1;vehicle_b_circumstances_2;vehicle_a_registration_year;vehicle_b_registration_year;vehicle_c_registration_year;vehicle_a_driver_age;vehicle_a_driver_sex;vehicle_a_driver_outcome;vehicle_a_driver_licence;vehicle_a_release_year;vehicle_b_driver_age;vehicle_b_driver_sex;vehicle_b_driver_outcome;vehicle_b_driver_licence;vehicle_b_release_year;vehicle_c_driver_age;vehicle_c_driver_sex;vehicle_c_driver_outcome;vehicle_c_driver_licence;vehicle_c_release_year;injured_pedestrians;pedestrians_fatality;tot_death_within_24h;tot_deaths_within_30_days;tot_injured;hour;trimester;cubic_capacity_a;cubic_capacity_b;cubic_capacity_c;fatality
3;1;2;1;4;1;1;2;16;6;  ;8;  ;1;  ;2022;2018;           ;18-29;1;2; ;(2017,2022];45-54;1;1; ;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;0;3;124;     ;     ;0
3;1;1;1;7;1;1;10;22;  ;  ;71;  ;75;  ;           ;           ;           ;18-29;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;0;3;     ;     ;     ;0
3;1;3;1;7;1;1;8;1;  ;  ;61;  ;65;  ;2016;           ;           ;45-54;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;5;3;1242;     ;     ;0
3;1;4;1;4;1;1;2;17;8;  ;1;  ;17;  ;           ;2018;           ;18-29;2;2; ;(2017,2022];55-64;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;7;3;     ;     ;     ;0
3;1;1;1;8;1;1;3;16;1;  ;0;  ;0;  ;(2002,2012];(2002,2012];           ;18-29;1;2;2;(2017,2022];55-64;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;7;3;125;     ;     ;0
3;1;4;1;3;1;1;5;7;  ;  ;40;  ;43;  ;           ;           ;           ;30-44;1;1;2;           ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;9;3;     ;     ;     ;0
3;1;2;1;7;1;1;5;8;  ;  ;40;  ;55;  ;2018;           ;           ;45-54;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;12;3;     ;     ;     ;0
3;1;2;1;7;1;7;1;1;1;  ;0;  ;0;  ;(2002,2012];2015;           ;65+  ;1;2;2;(2017,2022];65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;15;3;     ;1460;     ;0
3;1;2;1;4;1;1;2;1;1;  ;8;  ;1;  ;2014;(2002,2012];           ;65+  ;1;1;2;(2017,2022];45-54;2;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;16;3;1364;1596;0;0
3;1;2;1;3;1;1;6;16;8;  ;61;  ;61;  ;2017;(2002,2012];           ;30-44;2;2;2;(2012,2017];30-44;1;1; ;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;17;3;883;     ;     ;0
3;1;3;1;3;1;1;2;1;16;  ;5;  ;1;  ;(2002,2012];2022;           ;30-44;1;1;2;(2012,2017];30-44;1;2;2;           ;     ; ; ; ;           ;0;0;0;0;1;19;3;1242;125;     ;0
3;1;2;1;4;1;1;6;1;16;  ;0;  ;0;  ;2019;2013;           ;55-64;1;1;2;(2017,2022];30-44;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;21;3;1968;394;     ;0
4;1;3;1;4;1;1;5;1;  ;  ;45;  ;41;  ;2016;           ;           ;45-54;2;1;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;7;3;1560;     ;     ;0
4;1;2;1;7;1;1;6;16;1;  ;60;  ;62;  ;2015;2019;           ;18-29;1;2;2;(2012,2017];65+  ;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;9;3;125;1199;     ;0
4;1;2;1;1;1;1;2;3;14;  ;4;  ;1;  ;           ;           ;           ;n.i. ;2;1; ;           ;18-29;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;9;3;     ;     ;     ;0
4;1;3;1;4;1;1;2;1;8;  ;1;  ;8;  ;2016;2018;           ;18-29;2;2;2;(2017,2022];55-64;1;1;4;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;15;3;     ;     ;     ;0
4;1;2;1;4;1;1;2;15;1;  ;1;  ;15;  ;2017;2016;           ;18-29;1;2;2;(2012,2017];30-44;1;1;2;(2002,2007];     ; ; ; ;           ;0;0;0;0;1;15;3;50;1598;     ;0
4;1;2;1;7;1;1;2;1;22;  ;20;  ;35;  ;2019;           ;           ;65+  ;1;1;2;<1983      ;18-29;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;1;18;3;1598;     ;     ;0
5;1;4;1;4;1;1;5;1;  ;  ;41;  ;53;  ;2018;           ;           ;30-44;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;1;3;1499;     ;     ;0
5;1;4;1;4;1;1;5;8;  ;  ;0;  ;0;  ;2019;           ;           ;18-29;2;1;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;8;3;     ;     ;     ;0
5;1;3;1;3;1;1;2;1;22;  ;1;  ;6;  ;2014;           ;           ;45-54;1;1;2;(2012,2017];30-44;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;2;15;3;1598;     ;     ;0
5;1;1;1;7;1;1;2;14;1;  ;27;  ;20;  ;           ;2014;           ;30-44;1;2;7;           ;45-54;2;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;19;3;     ;996;     ;0
5;1;2;1;7;1;1;3;16;20;  ;20;  ;22;  ;2021;           ;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;19;3;     ;     ;     ;0
6;1;3;1;4;1;1;2;1;1;  ;1;  ;4;  ;           ;(2002,2012];           ;55-64;1;1;2;(2017,2022];30-44;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;5;3;2993;     ;     ;0
6;1;4;1;3;1;1;2;1;16;  ;6;  ;1;  ;2021;(2002,2012];           ;45-54;2;1;2;(2017,2022];30-44;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;6;3;1498;250;     ;0
6;1;1;1;7;1;1;2;1;1;  ;0;  ;0;  ;(2002,2012];(2002,2012];           ;45-54;1;1;2;(2017,2022];45-54;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;8;3;     ;     ;     ;0
6;1;4;1;3;1;1;2;14;1;  ;0;  ;0;  ;           ;2013;           ;30-44;1;2;7;           ;45-54;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;14;3;     ;1968;     ;0
6;1;3;1;7;1;1;5;1;  ;  ;49;  ;53;  ;2019;           ;           ;18-29;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;2;0;0;0;2;17;3;1798;     ;     ;0
7;1;1;1;7;1;1;3;5;1;  ;20;  ;22;  ;(2002,2012];2022;           ;30-44;1;2;5;(2017,2022];55-64;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;3;17;3;     ;1995;     ;0
7;1;4;1;3;1;1;2;1;14;  ;6;  ;1;  ;(2002,2012];           ;           ;65+  ;2;1;2;<1983      ;30-44;2;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;18;3;1124;     ;     ;0
7;1;4;1;2;1;1;10;22;  ;  ;70;  ;73;  ;           ;           ;           ;45-54;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;22;3;     ;     ;     ;0
7;1;4;1;7;1;1;10;16;  ;  ;72;  ;75;  ;(2002,2012];           ;           ;18-29;1;2;2;(2007,2012];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;22;3;125;     ;     ;0
7;1;2;1;3;1;1;2;1;1;  ;6;  ;1;  ;2015;2015;           ;18-29;2;1;2;(2012,2017];30-44;2;2;2;(2002,2007];     ; ; ; ;           ;0;0;0;0;1;22;3;1248;1242;     ;0
1;1;3;1;4;1;1;3;16;1;  ;1;  ;6;  ;(2002,2012];2018;           ;45-54;1;2;1;(2012,2017];55-64;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;7;3;660;     ;     ;0
1;1;4;1;7;1;1;3;5;1;  ;20;  ;34;  ;2019;(2002,2012];           ;45-54;1;1;4;(2017,2022];18-29;2;2; ;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;8;3;     ;1124;     ;0
1;1;1;1;3;1;1;2;16;14;  ;1;  ;5;  ;2017;           ;           ;18-29;2;2;2;(2012,2017];30-44;2;2;7;           ;     ; ; ; ;           ;0;0;0;0;2;10;3;100;     ;     ;0
1;1;2;1;3;1;1;6;1;16;  ;64;  ;61;  ;(2002,2012];           ;           ;18-29;2;1;2;(2012,2017];30-44;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;15;3;1984;125;     ;0
1;1;3;1;4;1;1;10;22;  ;  ;72;  ;75;  ;           ;           ;           ;15-17;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;16;3;     ;     ;     ;0
1;1;1;1;1;1;1;5;1;  ;  ;49;  ;53;  ;2014;           ;           ;55-64;1;2;2;(1987,1992];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;2;18;3;     ;     ;     ;0
1;1;2;1;4;1;1;2;15;1;  ;2;  ;1;  ;           ;2021;           ;55-64;1;2; ;(2017,2022];18-29;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;22;3;50;     ;     ;0
2;1;1;1;3;1;1;8;22;  ;  ;60;  ;60;  ;           ;           ;           ;30-44;2;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;2;1;3;     ;     ;     ;0
2;1;2;1;4;1;1;6;1;16;  ;0;  ;0;  ;           ;2021;           ;45-54;1;1;2;(2012,2017];45-54;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;9;3;2620;289;     ;0
2;1;2;1;4;1;1;2;8;14;  ;8;  ;1;  ;2016;           ;           ;45-54;1;1;3;(2017,2022];30-44;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;10;3;     ;     ;     ;0
2;1;3;1;3;1;1;2;1;16;  ;6;  ;1;  ;2019;           ;           ;18-29;2;1;2;(2012,2017];18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;15;3;999;125;     ;0
2;1;3;1;7;1;1;5;16;  ;  ;0;  ;0;  ;(2002,2012];           ;           ;55-64;1;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;2;17;3;150;     ;     ;0
2;1;3;1;2;1;1;2;1;16;  ;4;  ;1;  ;2017;2016;           ;18-29;1;1;2;(2012,2017];18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;18;3;1461;798;     ;0
3;1;4;1;4;1;1;5;3;  ;  ;46;  ;51;  ;2015;           ;           ;55-64;1;1;2;(1982,1987];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;13;3;1461;     ;     ;0
3;1;4;1;4;1;1;2;17;14;  ;18;  ;1;  ;           ;           ;           ;45-54;2;2;2;(2017,2022];45-54;2;1;7;           ;     ; ; ; ;           ;0;0;0;0;2;16;3;278;     ;     ;0
3;1;1;1;7;1;1;6;14;8;  ;61;  ;61;  ;           ;2014;           ;30-44;1;2;7;           ;n.i. ;1;1; ;           ;     ; ; ; ;           ;0;0;0;0;1;17;3;     ;     ;     ;0
3;1;2;1;7;1;1;2;16;1;  ;20;  ;35;  ;(2002,2012];2019;           ;18-29;1;2;2;(2012,2017];18-29;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;18;3;675;1461;     ;0
3;1;4;1;2;1;1;3;15;1;  ;1;  ;4;  ;(2002,2012];(2002,2012];           ;18-29;1;2;2;(2012,2017];65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;18;3;50;1242;     ;0
3;1;4;1;7;1;1;6;1;1;  ;61;  ;61;  ;(2002,2012];           ;           ;30-44;2;2;2;(2012,2017];n.i. ;1;1; ;           ;     ; ; ; ;           ;0;0;0;0;1;21;3;999;1242;0;0
3;1;2;1;7;1;1;2;16;15;  ;36;  ;20;  ;(2002,2012];2018;           ;30-44;2;2;2;(2012,2017];18-29;2;2;9;           ;     ; ; ; ;           ;0;0;0;0;2;22;3;200;49;     ;0
3;1;2;1;3;1;1;10;14;  ;  ;71;  ;72;  ;           ;           ;           ;30-44;1;2;7;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;23;3;     ;     ;     ;0
3;1;2;1;3;1;1;5;1;  ;  ;49;  ;53;  ;(2002,2012];           ;           ;18-29;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;23;3;     ;     ;     ;0
4;1;1;1;7;1;1;4;5;1;  ;23;  ;20;  ;(2002,2012];(2002,2012];           ;45-54;1;1;4;(2017,2022];45-54;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;8;3;     ;1560;     ;0
4;1;2;1;9;1;7;3;1;8;  ;26;  ;20;  ;           ;2021;           ;65+  ;1;2;2;(2017,2022];45-54;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;9;3;     ;     ;     ;0
4;1;2;1;7;1;1;3;16;1;  ;20;  ;22;  ;(2002,2012];(2002,2012];           ;30-44;1;2;2;(2012,2017];45-54;2;1;2;(2007,2012];     ; ; ; ;           ;0;0;0;0;1;10;3;     ;1242;     ;0
4;1;2;1;7;1;1;2;1;14;  ;20;  ;35;  ;(2002,2012];           ;           ;30-44;1;1;2;(2002,2007];30-44;2;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;17;3;1390;     ;     ;0
4;1;1;1;7;1;1;8;16;  ;  ;60;  ;60;  ;2019;           ;           ;30-44;2;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;18;3;125;     ;     ;0
4;1;1;1;4;1;1;3;1;16;  ;1;  ;6;  ;2022;(2002,2012];           ;30-44;1;1;2;(2017,2022];30-44;2;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;19;3;     ;125;     ;0
4;1;2;1;1;1;1;2;1;1;  ;0;  ;0;  ;2018;(2002,2012];           ;65+  ;1;1;2;(2012,2017];30-44;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;22;3;1368;1422;     ;0
5;1;3;1;4;1;1;4;1;15;  ;3;  ;1;  ;           ;(2002,2012];           ;45-54;1;1;2;(1992,1997];18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;0;3;1956;50;     ;0
5;1;3;1;3;1;1;10;22;  ;  ;0;  ;0;  ;           ;           ;           ;18-29;2;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;2;3;     ;     ;     ;0
5;1;1;1;7;1;1;3;1;16;  ;35;  ;20;  ;2021;2019;           ;30-44;1;1; ;(2017,2022];55-64;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;7;3;1500;155;     ;0
5;1;3;1;4;1;1;5;1;  ;  ;46;  ;51;  ;(2002,2012];           ;           ;30-44;2;1;2;(2002,2007];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;7;3;1896;     ;     ;0
5;1;2;1;3;1;1;10;22;  ;  ;71;  ;75;  ;           ;           ;           ;18-29;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;10;3;     ;     ;     ;0
5;1;2;1;7;1;1;8;22;  ;  ;60;  ;60;  ;           ;           ;           ;18-29;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;10;3;     ;     ;     ;0
5;1;2;1;7;1;1;5;16;  ;  ;40;  ;52;  ;(2002,2012];           ;           ;30-44;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;11;3;200;     ;     ;0
5;1;4;1;1;1;1;2;1;1;  ;4;  ;1;  ;2016;2014;           ;65+  ;2;1;2;(2017,2022];55-64;2;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;2;11;3;     ;998;0;0
5;1;3;1;4;1;1;5;1;  ;  ;46;  ;51;  ;2015;           ;           ;55-64;2;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;12;3;     ;     ;     ;0
5;1;2;1;5;1;1;2;14;1;  ;0;  ;0;  ;           ;2016;           ;18-29;1;2;7;           ;65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;17;3;     ;898;     ;0
6;1;2;1;7;1;1;8;16;  ;  ;60;  ;60;  ;2022;           ;           ;18-29;1;2;8;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;0;3;486;     ;     ;0
6;1;2;1;4;1;1;3;1;14;  ;6;  ;1;  ;(2002,2012];           ;           ;45-54;1;1;2;(2017,2022];30-44;2;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;11;3;1329;     ;     ;0
6;1;2;1;1;1;1;3;16;16;  ;3;  ;4;  ;           ;           ;           ;18-29;1;2;2;(2017,2022];15-17;1;1;9;           ;     ; ; ; ;           ;0;0;0;0;1;15;3;     ;125;     ;0
6;1;3;1;3;1;1;2;1;22;  ;2;  ;2;  ;2018;           ;           ;45-54;1;1;2;(2017,2022];45-54;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;1;18;3;1800;     ;     ;0
7;1;3;1;3;1;1;8;1;  ;  ;61;  ;65;  ;(2002,2012];           ;           ;30-44;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;4;0;3;1461;     ;     ;0
7;1;3;1;4;1;1;2;1;7;  ;4;  ;1;  ;(2002,2012];(2002,2012];           ;30-44;1;2;2;(2012,2017];55-64;1;2;2;           ;     ; ; ; ;           ;0;0;0;0;6;5;3;1995;     ;     ;0
7;1;4;1;7;1;1;5;8;  ;  ;0;  ;0;  ;           ;           ;           ;45-54;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;11;3;     ;     ;     ;0
7;1;2;1;7;1;1;6;14;1;  ;64;  ;61;  ;           ;(2002,2012];           ;45-54;1;2;7;           ;n.i. ;1;1; ;           ;     ; ; ; ;           ;0;0;0;0;1;12;3;     ;796;     ;0
7;1;4;1;7;1;1;5;16;  ;  ;51;  ;40;  ;2021;           ;           ;18-29;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;13;3;1500;     ;     ;0
7;1;3;1;4;1;1;2;1;1;  ;8;  ;1;  ;2018;2018;           ;55-64;1;1;2;<1983      ;55-64;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;15;3;1497;998;     ;0
1;1;1;1;2;1;1;2;7;1;7;1;  ;2;  ;           ;2019;           ;30-44;1;1;2;           ;65+  ;1;2;2;(2017,2022];30-44;1;1;2;           ;0;0;0;0;1;11;3;     ;1968;     ;0
1;1;2;1;7;1;1;10;16;  ;  ;0;  ;0;  ;2019;           ;           ;30-44;1;2; ;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;15;3;     ;     ;     ;0
1;1;4;1;4;1;1;2;16;14;  ;15;  ;1;  ;2014;           ;           ;30-44;1;2;2;(2012,2017];55-64;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;2;17;3;124;     ;     ;0
2;1;1;1;8;1;1;8;1;  ;  ;64;  ;65;  ;2016;           ;           ;18-29;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;2;0;3;1200;     ;     ;0
2;1;3;1;7;1;1;10;16;  ;  ;71;  ;75;  ;(2002,2012];           ;           ;45-54;1;2;2;(1992,1997];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;8;3;250;     ;     ;0
2;1;3;1;4;1;1;5;1;  ;  ;49;  ;51;  ;(2002,2012];           ;           ;55-64;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;9;3;2231;     ;     ;0
2;1;2;1;4;1;1;4;1;1;  ;3;  ;1;  ;2018;(2002,2012];           ;45-54;1;1;2;(2012,2017];18-29;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;10;3;1598;     ;     ;0
2;1;1;1;7;1;1;10;14;  ;  ;72;  ;76;  ;           ;           ;           ;30-44;2;2;7;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;17;3;     ;     ;     ;0
2;1;2;1;3;1;1;5;1;  ;  ;49;  ;53;  ;2018;           ;           ;18-29;2;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;21;3;999;     ;     ;0
3;1;2;1;3;1;1;4;1;14;  ;3;  ;1;  ;2014;           ;           ;30-44;2;1;2;(2012,2017];45-54;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;0;3;1199;     ;     ;0
3;1;3;1;3;1;1;10;15;  ;  ;71;  ;75;  ;2021;           ;           ;55-64;1;2; ;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;3;3;50;     ;     ;0
3;1;4;1;4;1;1;5;16;  ;  ;41;  ;51;  ;(2002,2012];           ;           ;30-44;1;1;2;(2007,2012];     ; ; ; ;           ;     ; ; ; ;           ;2;0;0;0;2;9;3;124;     ;     ;0
3;1;2;1;7;1;1;3;1;16;  ;35;  ;20;  ;(2002,2012];(2002,2012];           ;55-64;1;1;2;(1992,1997];30-44;1;2;2;(2002,2007];     ; ; ; ;           ;0;0;0;0;1;11;3;1968;125;     ;0
3;1;4;1;7;1;1;2;16;20;  ;20;  ;36;  ;(2002,2012];           ;           ;55-64;1;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;16;3;153;     ;     ;0
3;1;2;1;7;1;1;2;1;16;  ;0;  ;0;  ;2021;2021;           ;30-44;2;1;2;           ;18-29;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;17;3;     ;330;     ;0
3;1;2;1;7;1;1;2;1;16;  ;36;  ;20;  ;(2002,2012];           ;           ;55-64;1;1;3;(2017,2022];45-54;1;2;3;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;18;3;2400;385;0;0
3;1;1;1;7;1;1;3;3;16;  ;21;  ;20;  ;2019;2014;           ;55-64;1;1;2;<1983      ;45-54;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;23;3;1580;298;     ;0
4;1;4;1;4;1;1;2;1;1;  ;4;  ;1;  ;(2002,2012];2013;           ;45-54;1;2;2;(1982,1987];18-29;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;4;3;1124;898;     ;0
4;1;3;1;3;1;1;5;8;  ;  ;49;  ;53;  ;2018;           ;           ;30-44;1;1;2;(2007,2012];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;9;3;     ;     ;     ;0
4;1;2;1;7;1;1;2;17;1;  ;20;  ;21;  ;           ;           ;           ;30-44;1;2;2;(2017,2022];18-29;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;9;3;250;1968;     ;0
4;1;3;1;3;1;1;2;1;1;  ;0;  ;0;  ;           ;2017;           ;18-29;1;1;6;(2017,2022];65+  ;1;2;2;(2007,2012];     ; ; ; ;           ;0;0;0;0;2;9;3;     ;     ;     ;0
4;1;4;1;7;1;1;8;1;  ;  ;64;  ;65;  ;2014;           ;           ;55-64;1;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;12;3;1995;     ;     ;0
4;1;1;1;7;1;1;2;16;1;  ;20;  ;34;  ;2013;           ;           ;30-44;1;2;2;(1992,1997];55-64;1;1;2;(1982,1987];     ; ; ; ;           ;0;0;0;0;1;15;3;865;2000;     ;0
4;1;4;1;4;1;1;2;16;1;  ;1;  ;2;  ;(2002,2012];2017;           ;30-44;1;2;2;(1992,1997];65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;15;3;125;2400;     ;0
4;1;1;1;4;1;1;4;16;1;  ;3;  ;1;  ;(2002,2012];2017;           ;30-44;1;2;2;(2017,2022];30-44;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;19;3;125;1998;     ;0
5;1;2;1;3;1;1;2;1;1;  ;5;  ;1;  ;           ;           ;           ;30-44;2;2;2;(2017,2022];18-29;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;0;3;     ;2000;     ;0
5;1;2;1;7;1;1;4;16;14;  ;21;  ;20;  ;(2002,2012];           ;           ;n.i. ;2;1; ;           ;30-44;2;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;2;3;     ;     ;     ;0
5;1;1;1;3;1;1;2;1;16;  ;2;  ;1;  ;(2002,2012];(2002,2012];           ;65+  ;1;1;2;<1983      ;55-64;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;8;3;1500;748;0;0
5;1;1;1;3;1;1;2;1;22;  ;0;  ;0;  ;2022;           ;           ;45-54;1;1;2;(2017,2022];ott-14;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;1;16;3;     ;     ;     ;0
5;1;2;1;1;1;1;2;1;16;  ;4;  ;1;  ;(2002,2012];2015;           ;65+  ;1;1;2;(2017,2022];45-54;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;18;3;1242;169;     ;0
6;1;3;1;8;1;1;10;15;  ;  ;70;  ;73;  ;           ;           ;           ;30-44;1;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;2;4;3;     ;     ;     ;0
6;1;1;1;7;1;1;4;16;1;  ;20;  ;34;  ;2014;(2002,2012];           ;45-54;1;2;2;(2017,2022];45-54;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;9;3;394;1242;     ;0
6;1;3;1;8;1;1;8;1;  ;  ;64;  ;65;  ;(2002,2012];           ;           ;30-44;2;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;17;3;1368;     ;     ;0
7;1;3;1;3;1;1;2;1;1;  ;11;  ;4;  ;2019;2015;           ;30-44;2;2;2;(2012,2017];18-29;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;4;4;3;999;1422;     ;0
7;1;4;1;4;1;1;4;16;16;  ;3;  ;1;  ;2022;2018;           ;45-54;1;2;2;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;12;3;125;744;     ;0
7;1;3;1;3;1;1;3;16;1;  ;1;  ;4;  ;(2002,2012];2019;           ;30-44;1;2;2;(2007,2012];45-54;1;1;2;(1992,1997];     ; ; ; ;           ;0;0;0;0;1;17;3;600;1368;     ;0
7;1;1;1;8;1;1;4;1;23;  ;22;  ;20;  ;2018;           ;           ;65+  ;1;1;2;(2017,2022];18-29;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;1;19;3;1499;     ;     ;0
1;1;1;1;4;1;1;2;16;1;  ;3;  ;1;  ;           ;(2002,2012];           ;55-64;1;2; ;(2017,2022];65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;7;3;     ;     ;     ;0
1;1;2;1;7;1;1;10;16;  ;  ;71;  ;75;  ;(2002,2012];           ;           ;30-44;1;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;9;3;125;     ;     ;0
